transaction_id,date,description,category,amount,transaction_type,balance,merchant,payment_method,financial_stress
643e5db7-d8a0-40e3-9439-a381bd1b084d,2023-01-15,Transport,Transport,43.13,debit,19207.2,Uber,UPI,High
d247daf4-60b2-4389-88ac-344c395ff45a,2023-01-15,Dining,Dining,41.49,debit,19165.71,Restaurant,UPI,High
6a333617-477c-4aa1-b8fb-78287790fea4,2023-01-17,Groceries,Groceries,30.0,debit,19135.71,SuperMart,UPI,High
e35f0d89-2d69-41dd-8fb5-348f2428cf01,2023-01-18,Dining,Dining,10.8,debit,19124.91,Restaurant,Credit Card,High
1bf14bbe-cb88-4328-b5b9-80a2dab06ab7,2023-01-18,Shopping,Shopping,51.85,debit,19073.06,Amazon,UPI,High
6237016f-2607-4fd3-af8b-7d4fb9c56a89,2023-01-19,Transport,Transport,44.21,debit,19028.850000000002,Uber,Credit Card,High
e6d25a8e-c71f-4136-8ae5-5a6c4fde1b60,2023-01-19,Subscriptions,Subscriptions,60.0,debit,18968.850000000002,Streaming Service,Auto Debit,High
4487cfa5-ccf7-4041-844a-8e30681b6f6c,2023-01-20,Transport,Transport,14.88,debit,18953.97,Uber,Debit Card,High
325a8739-b95c-4ab7-a2e6-ba513c3aa564,2023-01-20,Dining,Dining,61.6,debit,18892.370000000003,Restaurant,Debit Card,High
17680f72-8117-4378-9e29-f69a4fd73bf4,2023-01-20,Transport,Transport,56.97,debit,18835.4,Uber,UPI,High
9d407322-f235-489d-a96a-f7f3ac7db11c,2023-01-21,Rent,Rent,2000.0,debit,16835.4,Landlord,Auto Debit,High
d76a14db-23bb-41e5-88d0-776c8f364e4f,2023-01-21,Transport,Transport,48.76,debit,16786.640000000003,Uber,Credit Card,High
917120a5-7706-44d9-ab7b-31a650a250d3,2023-01-22,Transport,Transport,19.24,debit,16767.4,Uber,Debit Card,High
8b57dc58-fa3b-4cd4-9f38-5d2e16309b13,2023-01-23,Shopping,Shopping,13.17,debit,16754.230000000003,Amazon,UPI,High
588f3285-52db-4e13-93d8-3cfebabfcc13,2023-01-23,Dining,Dining,68.43,debit,16685.800000000003,Restaurant,Debit Card,High
6d179985-b92d-4cc4-b735-805fb142dddc,2023-01-23,Dining,Dining,46.7,debit,16639.100000000002,Restaurant,UPI,High
cb1129cf-1811-444c-afc6-6ec266a42ece,2023-01-23,Transport,Transport,32.01,debit,16607.090000000004,Uber,Credit Card,High
941871d0-4889-4135-82a3-674f88597970,2023-01-23,Dining,Dining,10.42,debit,16596.670000000006,Restaurant,UPI,High
22e39119-9715-4cad-b43b-19e7711312d1,2023-01-23,Transport,Transport,58.48,debit,16538.190000000006,Uber,UPI,High
a4f503c7-5be0-4858-9b0c-b67c48911e52,2023-01-24,Groceries,Groceries,87.89,debit,16450.300000000007,SuperMart,UPI,High
4947a456-8059-4c31-b020-01a74c395daf,2023-01-24,Groceries,Groceries,27.16,debit,16423.140000000007,SuperMart,Debit Card,High
b3f7982a-6330-4475-8273-ccfe63b3846a,2023-01-24,Dining,Dining,37.03,debit,16386.110000000008,Restaurant,Debit Card,High
7de16ad2-2c90-4aec-89c7-b5f1429540ae,2023-01-25,Dining,Dining,12.8,debit,16373.310000000009,Restaurant,Credit Card,High
25e8b349-930f-4abc-843c-569c0d840e75,2023-01-26,Shopping,Shopping,68.01,debit,16305.300000000008,Amazon,Debit Card,High
b7fc0a8b-5d6a-4463-aea3-dba00576f472,2023-01-26,Dining,Dining,50.82,debit,16254.480000000009,Restaurant,Credit Card,High
936d941a-439e-4e02-b733-27d153ab836a,2023-01-27,Transport,Transport,25.59,debit,16228.890000000009,Uber,Debit Card,High
b5064c4d-1bbd-4d31-99be-37a506d50fd0,2023-01-28,Transport,Transport,55.47,debit,16173.42000000001,Uber,Credit Card,High
51481465-190e-4bf6-90d8-e35492989df7,2023-01-29,EMI,EMI,800.0,debit,15373.42000000001,Bank Loan,Auto Debit,High
8372d607-3826-49ca-b550-8dd37c52c331,2023-01-30,Dining,Dining,66.53,debit,15306.890000000009,Restaurant,Debit Card,High
782129e0-3716-46fc-98a8-c626b57b6172,2023-01-30,Healthcare,Healthcare,150.0,debit,15156.890000000009,Pharmacy,Auto Debit,High
c25127c9-7c6b-43d6-bfa9-914f55c4ce88,2023-01-31,Insurance,Insurance,300.0,debit,14856.890000000009,Insurance Co.,Auto Debit,High
2505f995-8e4c-4054-8ac8-60c35a7b1f8c,2023-01-31,Dining,Dining,47.1,debit,14809.790000000008,Restaurant,Debit Card,High
8c088055-212e-4965-bdd9-0c5840033b02,2023-02-01,Transport,Transport,54.96,debit,14754.830000000009,Uber,UPI,Moderate
1ffbe1d8-d98e-4678-8b38-3855702fb309,2023-02-01,Transport,Transport,44.88,debit,14709.95000000001,Uber,UPI,Moderate
31aa0b32-ff0d-4adc-995c-7b0b8a0d441f,2023-02-01,Healthcare,Healthcare,150.49,debit,14559.46000000001,Pharmacy,Auto Debit,Moderate
b4d87754-356d-4fa1-8820-8445ce785662,2023-02-01,Transport,Transport,41.34,debit,14518.12000000001,Uber,Credit Card,Moderate
886c9a56-31e3-4279-9ec4-388e7e6c595b,2023-02-03,Shopping,Shopping,23.11,debit,14495.01000000001,Amazon,UPI,Moderate
aceb88c8-2471-4fce-84bc-dfada094df9d,2023-02-03,Dining,Dining,63.44,debit,14431.570000000009,Restaurant,Debit Card,Moderate
7c69978b-6c16-4a3c-ba60-db8b0d3be524,2023-02-03,Shopping,Shopping,76.25,debit,14355.320000000009,Amazon,Debit Card,Moderate
01a137c1-a10b-43e0-a780-d3cbd99897e2,2023-02-04,Dining,Dining,56.43,debit,14298.890000000009,Restaurant,UPI,Moderate
dc4991da-f051-4e8f-950d-df505d0ce738,2023-02-05,Groceries,Groceries,103.84,debit,14195.050000000008,SuperMart,UPI,Moderate
95ccaace-bc03-4219-a7dc-b138185fd4a3,2023-02-05,Shopping,Shopping,72.96,debit,14122.09000000001,Amazon,UPI,Moderate
9cc0c18c-c0e3-440d-bcab-d24c312ebee9,2023-02-05,Groceries,Groceries,83.84,debit,14038.25000000001,SuperMart,UPI,Moderate
237773e7-1281-48eb-b203-a6c720683969,2023-02-05,Monthly Salary,Income,6000.0,credit,20038.250000000007,Employer Inc.,Bank Transfer,Moderate
ab9ae376-2f90-4a10-b53e-b0325cec4b4e,2023-02-06,Utilities,Utilities,250.82,debit,19787.430000000008,City Utilities,Auto Debit,Moderate
492f445e-d39b-4d13-8e05-b88bebcd977b,2023-02-06,Transport,Transport,20.13,debit,19767.300000000007,Uber,Debit Card,Moderate
b9319a1f-7d22-433d-bfc2-65dc8c018de4,2023-02-06,Shopping,Shopping,17.73,debit,19749.570000000007,Amazon,Debit Card,Moderate
4970c57a-e184-49a2-a1e0-414e0a40135d,2023-02-07,Transport,Transport,20.19,debit,19729.38000000001,Uber,Credit Card,Moderate
9109cc50-6a56-4b43-b760-701be59251bf,2023-02-07,Rent,Rent,2006.55,debit,17722.83000000001,Landlord,Auto Debit,Moderate
8998c8f1-2e26-40c3-8ebe-615efdce8ab7,2023-02-08,EMI,EMI,802.62,debit,16920.21000000001,Bank Loan,Auto Debit,Moderate
9363ae4e-42a1-4cbb-90ae-036e1bba02e0,2023-02-08,Transport,Transport,15.3,debit,16904.91000000001,Uber,Credit Card,Moderate
697a7540-c643-4017-b56f-a929ec741f2f,2023-02-08,Entertainment,Entertainment,250.82,debit,16654.09000000001,Cinema,Auto Debit,Moderate
f5409a49-5521-4242-9d1e-1f24ec55cf6c,2023-02-08,Shopping,Shopping,33.72,debit,16620.37000000001,Amazon,Credit Card,Moderate
408a956f-e80a-4ac7-8a8c-3c35940f2512,2023-02-08,Groceries,Groceries,88.53,debit,16531.84000000001,SuperMart,UPI,Moderate
7e9c4ec3-a7a4-43b9-975b-2b0ba1a9ddb2,2023-02-09,Dining,Dining,52.96,debit,16478.880000000012,Restaurant,UPI,Moderate
8f3c8429-6d11-4c5f-9443-55ddc5ce3428,2023-02-09,Groceries,Groceries,76.89,debit,16401.990000000013,SuperMart,UPI,Moderate
f66cc3cc-5146-446e-baf2-e9d39d86d883,2023-02-09,Groceries,Groceries,31.95,debit,16370.040000000012,SuperMart,Credit Card,Moderate
69afabdc-c914-40db-a3bf-9b5590adafd4,2023-02-10,Transport,Transport,40.34,debit,16329.700000000012,Uber,UPI,Moderate
38572040-3e1b-4a66-b49c-e5152790cb54,2023-02-10,Transport,Transport,32.05,debit,16297.650000000012,Uber,Debit Card,Moderate
cc308c19-ac02-4dd8-ac03-a084bdbbf094,2023-02-11,Dining,Dining,35.75,debit,16261.900000000012,Restaurant,Credit Card,Moderate
b55cbca1-2efb-46af-a152-3c83fbfeda0b,2023-02-11,Transport,Transport,54.2,debit,16207.700000000012,Uber,Debit Card,Moderate
0dbb7210-68bc-417a-aa66-0f9ac611a23a,2023-02-11,Freelance Project,Side Income,1020.0,credit,17227.70000000001,Client Payment,Bank Transfer,Moderate
befa4bc8-06c6-4828-9f0e-94d0bded992f,2023-02-12,Transport,Transport,24.84,debit,17202.86000000001,Uber,Debit Card,Moderate
78ecf19c-c279-41d7-b5ca-09b92cf281dd,2023-02-12,Groceries,Groceries,111.01,debit,17091.850000000013,SuperMart,Credit Card,Moderate
1f2c7873-cd25-4279-9cc3-36a42629aa96,2023-02-12,Transport,Transport,57.33,debit,17034.52000000001,Uber,Credit Card,Moderate
d12a5e47-aa6b-48a3-b7ec-b64e79939839,2023-02-13,Groceries,Groceries,42.4,debit,16992.12000000001,SuperMart,UPI,Moderate
a43d0837-3b02-42c1-881f-141d7dfb8be5,2023-02-13,Shopping,Shopping,45.89,debit,16946.23000000001,Amazon,UPI,Moderate
51f9c33d-644c-4e20-a6bf-ff92a0462801,2023-02-13,Dining,Dining,38.44,debit,16907.79000000001,Restaurant,UPI,Moderate
65029019-70fc-4d1a-b5c0-9984b8449af6,2023-02-14,Dining,Dining,48.4,debit,16859.39000000001,Restaurant,UPI,Moderate
7bc1d7d8-4678-4c56-94e5-3e0e37d8b955,2023-02-14,Shopping,Shopping,40.01,debit,16819.380000000012,Amazon,Credit Card,Moderate
57ac78fd-daac-40e7-8d66-64a113b81325,2023-02-15,Shopping,Shopping,18.42,debit,16800.960000000014,Amazon,Credit Card,Moderate
a6abc47b-13ee-4d92-b9fd-8823c7af6501,2023-02-15,Shopping,Shopping,25.61,debit,16775.350000000013,Amazon,UPI,Moderate
14d61407-2bc3-4c5d-8a94-04dc683577a1,2023-02-15,Groceries,Groceries,11.55,debit,16763.800000000014,SuperMart,Credit Card,Moderate
775a2498-a7ca-40da-94e7-6b24469bd88a,2023-02-15,Dining,Dining,17.2,debit,16746.600000000013,Restaurant,UPI,Moderate
9dbb76b8-40a9-4dea-9f93-714bbb32d6b9,2023-02-16,Shopping,Shopping,32.34,debit,16714.260000000013,Amazon,UPI,Moderate
d80a431d-08f1-40d9-bc67-27e5b356aba5,2023-02-16,Groceries,Groceries,59.62,debit,16654.640000000014,SuperMart,Credit Card,Moderate
19490557-6301-4e51-b207-43301f70276c,2023-02-16,Shopping,Shopping,72.71,debit,16581.930000000015,Amazon,Credit Card,Moderate
9f131a52-98f4-4cc9-8278-6fb1270834e0,2023-02-17,Transport,Transport,37.1,debit,16544.830000000016,Uber,UPI,Moderate
63bbf599-8484-46a2-b7e7-03ca05c83ec9,2023-02-17,Transport,Transport,38.27,debit,16506.560000000016,Uber,Credit Card,Moderate
6b1417e6-63cb-4802-a52e-65a39aefafa9,2023-02-17,Shopping,Shopping,26.02,debit,16480.540000000015,Amazon,UPI,Moderate
e33d8c08-1544-48b4-a1b1-bb189b6c2d33,2023-02-17,Transport,Transport,44.91,debit,16435.630000000016,Uber,Credit Card,Moderate
ab2c1b23-ef09-4896-9471-5848589bbf3f,2023-02-18,Shopping,Shopping,67.48,debit,16368.150000000016,Amazon,UPI,Moderate
79e6486f-5727-48b6-9d25-dd1a78a354ae,2023-02-18,Groceries,Groceries,97.23,debit,16270.920000000016,SuperMart,UPI,Moderate
b4266fbc-a1a3-4618-9dbe-21a74901b139,2023-02-18,Dining,Dining,39.74,debit,16231.180000000017,Restaurant,Debit Card,Moderate
7db12264-a3e4-490f-9386-0c8c1cbda4a1,2023-02-18,Subscriptions,Subscriptions,60.2,debit,16170.980000000016,Streaming Service,Auto Debit,Moderate
130cbf5a-76df-432b-aaa8-2b1f6a65f578,2023-02-18,Transport,Transport,40.06,debit,16130.920000000016,Uber,UPI,Moderate
cef7509c-1133-4fb8-99ee-ba79e840f392,2023-02-19,Groceries,Groceries,112.26,debit,16018.660000000016,SuperMart,Debit Card,Moderate
f79a92c1-8473-456c-891d-e884a6779441,2023-02-19,Insurance,Insurance,300.98,debit,15717.680000000017,Insurance Co.,Auto Debit,Moderate
c852355c-f8ed-4d49-9584-deaa1289bc61,2023-02-19,Groceries,Groceries,81.87,debit,15635.810000000016,SuperMart,Debit Card,Moderate
ac6b3e46-d4f8-4322-9b71-90c50d69af17,2023-02-19,Shopping,Shopping,66.47,debit,15569.340000000017,Amazon,Credit Card,Moderate
28b26803-d28b-4170-ad8e-2fac405f59b4,2023-02-21,Groceries,Groceries,53.59,debit,15515.750000000016,SuperMart,Debit Card,Moderate
7aa20d1a-ae10-41f4-bab8-84a5c31f7a89,2023-02-21,Shopping,Shopping,39.33,debit,15476.420000000016,Amazon,Debit Card,Moderate
d5eae666-4c25-420e-8c98-bc628eb91b02,2023-02-22,Dining,Dining,43.81,debit,15432.610000000017,Restaurant,UPI,Moderate
7e9f6287-c534-4b02-897a-07584fa20c1f,2023-02-23,Shopping,Shopping,70.48,debit,15362.130000000017,Amazon,Credit Card,Moderate
a89ec7ef-cbf7-4806-b235-75769d0fe745,2023-02-23,Shopping,Shopping,10.49,debit,15351.640000000018,Amazon,Debit Card,Moderate
3c0d66f3-59aa-4b82-bd9d-43ff7bdc3062,2023-02-23,Performance Bonus,Income,1014.0,credit,16365.640000000018,Employer Inc.,Bank Transfer,Moderate
ca760ea9-cf9a-4fc5-967f-a5eb03b41ab7,2023-02-24,Transport,Transport,33.86,debit,16331.780000000017,Uber,Debit Card,Moderate
c8777565-17ab-41a7-86dc-895d8c078918,2023-02-25,Groceries,Groceries,20.53,debit,16311.250000000016,SuperMart,Credit Card,Moderate
2b6b0c40-020c-4b40-aa98-c438a7cea49b,2023-02-25,Shopping,Shopping,47.9,debit,16263.350000000017,Amazon,UPI,Moderate
86b3ebe5-2efd-42fd-bb55-ebb76812ff06,2023-02-25,Shopping,Shopping,66.73,debit,16196.620000000017,Amazon,Credit Card,Moderate
038b5ecb-9533-48cc-8496-e427bddeef74,2023-02-25,Dining,Dining,41.48,debit,16155.140000000018,Restaurant,UPI,Moderate
19c314df-09b6-428a-9215-168aa36a91f0,2023-02-26,Dining,Dining,53.94,debit,16101.200000000017,Restaurant,UPI,Moderate
48599882-259b-4e73-9704-8b4fa54161f6,2023-02-28,Dining,Dining,55.82,debit,16045.380000000017,Restaurant,Credit Card,Moderate
ae97034d-7446-46a5-9cb6-746be0219107,2023-02-28,Transport,Transport,16.99,debit,16028.390000000018,Uber,UPI,Moderate
c6a8ca83-b4c8-4743-92ed-77d1496fceae,2023-02-28,Groceries,Groceries,50.94,debit,15977.450000000017,SuperMart,Credit Card,Moderate
c0771032-a046-4bbe-a525-67957ac25ecb,2023-03-02,Transport,Transport,22.2,debit,15955.250000000016,Uber,UPI,High
e002ce1c-5637-4142-a3c7-8aad035c15f9,2023-03-02,Insurance,Insurance,301.97,debit,15653.280000000017,Insurance Co.,Auto Debit,High
22fdea97-94f8-437b-ab81-8ec7aa827cee,2023-03-03,Groceries,Groceries,38.13,debit,15615.150000000018,SuperMart,UPI,High
21d6db9e-ed1a-4ae4-9c55-f360f52f962a,2023-03-03,Shopping,Shopping,22.3,debit,15592.850000000019,Amazon,Credit Card,High
4b12f2b8-8739-4a20-b3f5-49092d211c65,2023-03-03,Groceries,Groceries,120.54,debit,15472.310000000018,SuperMart,UPI,High
f7460cc5-a8c1-4fc2-b545-c508b05d1406,2023-03-04,Dining,Dining,69.59,debit,15402.720000000018,Restaurant,UPI,High
9169e21d-3cad-4849-9b38-441fbdae0bb4,2023-03-04,Transport,Transport,33.7,debit,15369.020000000017,Uber,Credit Card,High
23efffad-16f0-446b-9187-2fc0c26b1a90,2023-03-04,Shopping,Shopping,46.12,debit,15322.900000000016,Amazon,Credit Card,High
315faae5-7087-4744-84b8-49c0259bd93e,2023-03-05,Monthly Salary,Income,6000.0,credit,21322.900000000016,Employer Inc.,Bank Transfer,High
2a59fcb9-ab32-490d-b9e0-c698fd072c44,2023-03-06,Subscriptions,Subscriptions,60.39,debit,21262.510000000017,Streaming Service,Auto Debit,High
1045ea3d-dba6-41fa-8e2c-f83196e2f4f2,2023-03-06,Shopping,Shopping,58.73,debit,21203.780000000017,Amazon,Debit Card,High
6e4a9d1f-7744-4996-8cac-9c68ab87d222,2023-03-07,Transport,Transport,50.23,debit,21153.550000000017,Uber,UPI,High
c5c19ea8-7d33-46fb-9079-e8830bc29294,2023-03-07,Shopping,Shopping,76.06,debit,21077.490000000016,Amazon,Debit Card,High
48184175-ef34-4c1f-8aa0-b3a57ab697e0,2023-03-07,Dining,Dining,39.59,debit,21037.900000000016,Restaurant,Credit Card,High
c16949cc-4706-40e4-a122-59b2cc56ecdb,2023-03-08,Transport,Transport,51.14,debit,20986.760000000017,Uber,Credit Card,High
b71e8a44-43b1-4e26-a9ee-09e5a861e270,2023-03-08,Dining,Dining,24.48,debit,20962.280000000017,Restaurant,Debit Card,High
16264a5f-d1a2-4d9e-a609-8aa834b12094,2023-03-08,Groceries,Groceries,17.19,debit,20945.09000000002,SuperMart,Credit Card,High
6f73356e-7ceb-4d74-9909-95d480c56cc6,2023-03-08,Groceries,Groceries,87.14,debit,20857.95000000002,SuperMart,Credit Card,High
e2eac539-9bab-44d2-b172-50b785364ba0,2023-03-08,Groceries,Groceries,39.56,debit,20818.390000000018,SuperMart,Debit Card,High
9935620b-9944-470e-9706-ac82a9910f91,2023-03-09,Entertainment,Entertainment,251.64,debit,20566.75000000002,Cinema,Auto Debit,High
c3831185-0313-4e1d-8818-7ed4f713441a,2023-03-11,Transport,Transport,30.1,debit,20536.65000000002,Uber,Credit Card,High
4d3e8d6e-c3e2-4923-817c-5b1e597b35a2,2023-03-13,EMI,EMI,805.25,debit,19731.40000000002,Bank Loan,Auto Debit,High
2d482a72-0c5d-4baf-b094-01fd15a3ed0b,2023-03-13,Transport,Transport,59.56,debit,19671.84000000002,Uber,UPI,High
052965e9-2ba4-4e7d-8902-62af8ff0bee2,2023-03-14,Dining,Dining,24.63,debit,19647.210000000017,Restaurant,Debit Card,High
c346f6a3-fe0f-494f-9ffb-08588ea513cf,2023-03-14,Transport,Transport,14.07,debit,19633.140000000018,Uber,Debit Card,High
4e3514d6-7498-4a90-a7c2-c545d80d9ffd,2023-03-14,Transport,Transport,35.61,debit,19597.530000000017,Uber,Credit Card,High
2488bb2c-a17d-4511-9b5e-d44e5c18a58b,2023-03-15,Shopping,Shopping,11.17,debit,19586.36000000002,Amazon,UPI,High
0037ca66-4eaf-47fd-b49f-b6f672132efa,2023-03-15,Shopping,Shopping,51.67,debit,19534.69000000002,Amazon,Credit Card,High
fe102719-72f4-4c0a-8f9f-2cec242306c9,2023-03-15,Transport,Transport,17.6,debit,19517.090000000022,Uber,Credit Card,High
ce1542a5-a86f-4e38-89cb-41cbec11d174,2023-03-15,Transport,Transport,28.63,debit,19488.46000000002,Uber,UPI,High
d3f71daa-5bd1-46a5-ad0c-eb1a22612832,2023-03-16,Dining,Dining,40.39,debit,19448.07000000002,Restaurant,Credit Card,High
552d210f-20bb-4266-af9f-983948ec4df9,2023-03-16,Shopping,Shopping,37.27,debit,19410.80000000002,Amazon,Debit Card,High
a636a0e3-7a19-49a6-8dae-25efb62c4f23,2023-03-18,Dining,Dining,13.11,debit,19397.69000000002,Restaurant,Credit Card,High
c86039b9-056b-4e29-a1dc-539230040f4c,2023-03-19,Rent,Rent,2013.12,debit,17384.57000000002,Landlord,Auto Debit,High
e123dc5f-0ecc-4022-90c9-c815bc0a67de,2023-03-19,Dining,Dining,64.91,debit,17319.66000000002,Restaurant,Debit Card,High
2be790f9-4049-4b62-a6b0-ae27b05e6bb4,2023-03-21,Transport,Transport,50.47,debit,17269.19000000002,Uber,UPI,High
dee133f4-930d-495b-973d-d78eaeac6e61,2023-03-21,Shopping,Shopping,25.97,debit,17243.22000000002,Amazon,UPI,High
13a3862c-6b23-4423-90e2-b5a3e4ab34b0,2023-03-21,Groceries,Groceries,37.35,debit,17205.87000000002,SuperMart,Credit Card,High
44d149b9-27a4-42a0-8325-97e116d6af3a,2023-03-22,Utilities,Utilities,251.64,debit,16954.23000000002,City Utilities,Auto Debit,High
ae15d3c5-e38e-4aa0-9246-9633bcf7bf11,2023-03-24,Dining,Dining,26.85,debit,16927.380000000023,Restaurant,UPI,High
40e90880-977e-47f6-bec6-dc7e4905ea9f,2023-03-26,Dining,Dining,18.76,debit,16908.620000000024,Restaurant,Debit Card,High
f9fc9913-a4f9-43e2-b5cc-7f289806c0e8,2023-03-27,Shopping,Shopping,55.5,debit,16853.120000000024,Amazon,Credit Card,High
882f603b-f133-4b1f-9459-a6e9aeb7d02a,2023-03-28,Shopping,Shopping,57.78,debit,16795.340000000026,Amazon,Credit Card,High
25ef76d6-0f58-4313-94f5-67818304d93c,2023-03-28,Groceries,Groceries,26.41,debit,16768.930000000026,SuperMart,Debit Card,High
4fd4e3e3-30be-4936-89c5-b20e13e226f1,2023-03-29,Healthcare,Healthcare,150.98,debit,16617.950000000026,Pharmacy,Auto Debit,High
6145e7c3-981e-4d83-98c5-47e84fd1ed26,2023-03-29,Groceries,Groceries,88.91,debit,16529.040000000026,SuperMart,Credit Card,High
0e639637-e926-4c45-b374-f045d9be131b,2023-04-01,Freelance Project,Side Income,650.0,credit,17179.040000000026,Client Payment,Bank Transfer,High
73451345-0854-484d-92fc-f4f35b1dd82c,2023-04-01,Transport,Transport,43.27,debit,17135.770000000026,Uber,Debit Card,High
d4af2fc5-0729-4a0d-a8ab-73a5a2cffa55,2023-04-02,Groceries,Groceries,48.83,debit,17086.940000000024,SuperMart,Credit Card,High
101f5e4d-30e6-4600-983a-7904c4562747,2023-04-03,Utilities,Utilities,252.46,debit,16834.480000000025,City Utilities,Auto Debit,High
e15a7d80-aad0-48aa-a342-eed873b5897a,2023-04-04,Shopping,Shopping,50.49,debit,16783.990000000023,Amazon,Credit Card,High
40f0fed1-00ec-4076-b686-1f0f72319827,2023-04-04,Transport,Transport,14.74,debit,16769.250000000022,Uber,Credit Card,High
aa9240d8-780b-41b5-820d-e76018eb0c41,2023-04-05,Monthly Salary,Income,6000.0,credit,22769.250000000022,Employer Inc.,Bank Transfer,High
